/home/zzydty/minigrid-a2c-ppo-dqn/scripts/train.py --env MiniGrid-FourDoor-v0 --algo dqn --model dqn-partial_obs-2 --frames 1000000 --procs 1 --batch-size 300 --max-memory 1500 --seed 2 --update-interval 20

Namespace(algo='dqn', batch_size=300, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env='MiniGrid-FourDoor-v0', episodes=10000000, epochs=4, frames=1000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, max_memory=1500, mem=False, model='dqn-partial_obs-2', optim_alpha=0.99, optim_eps=1e-08, procs=1, recurrence=1, save_interval=100, seed=2, text=False, update_interval=20, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

QModel(
  (conv1): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
  (conv2): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
  (conv3): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (head): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=5, bias=True)
  )
)

Optimizer loaded

U 1 | E 1 | F 000324 | FPS 3849 | D 0 | rR:μσmM 0.02 0.19 0.00 2.00 | pL 0.025
U 3361 | E 3361 | F 381410 | FPS 3094 | D 120 | rR:μσmM 11.05 104.24 0.00 1000.00 | pL 6.762
U 3362 | E 3362 | F 381531 | FPS 3083 | D 120 | rR:μσmM 8.31 90.53 0.00 1000.00 | pL 13.391
U 3363 | E 3363 | F 381650 | FPS 3274 | D 120 | rR:μσmM 8.45 91.28 0.00 1000.00 | pL 10.074
U 3364 | E 3364 | F 381724 | FPS 2920 | D 120 | rR:μσmM 13.59 115.45 0.00 1000.00 | pL 6.728
U 3365 | E 3365 | F 381763 | FPS 2229 | D 120 | rR:μσmM 25.79 158.04 0.00 1000.00 | pL 0.088
U 3366 | E 3366 | F 381908 | FPS 3392 | D 120 | rR:μσmM 6.94 82.76 0.00 1000.00 | pL 16.708
U 3367 | E 3367 | F 381982 | FPS 2825 | D 120 | rR:μσmM 13.59 115.45 0.00 1000.00 | pL 3.373
U 3368 | E 3368 | F 382050 | FPS 2704 | D 120 | rR:μσmM 14.79 120.36 0.00 1000.00 | pL 10.030
U 3369 | E 3369 | F 382142 | FPS 3120 | D 120 | rR:μσmM 10.93 103.68 0.00 1000.00 | pL 10.040
U 3370 | E 3370 | F 382249 | FPS 3305 | D 120 | rR:μσmM 9.40 96.22 0.00 1000.00 | pL 13.339
U 3371 | E 3371 | F 382304 | FPS 2812 | D 120 | rR:μσmM 18.25 133.60 0.00 1000.00 | pL 13.327
U 3372 | E 3372 | F 382364 | FPS 2622 | D 120 | rR:μσmM 16.77 128.01 0.00 1000.00 | pL 13.352
U 3373 | E 3373 | F 382427 | FPS 2714 | D 120 | rR:μσmM 15.94 124.98 0.00 1000.00 | pL 16.657
U 3374 | E 3374 | F 382539 | FPS 3067 | D 120 | rR:μσmM 9.02 94.06 0.00 1000.00 | pL 10.011
U 3375 | E 3375 | F 382600 | FPS 3003 | D 120 | rR:μσmM 16.49 126.97 0.00 1000.00 | pL 13.340
U 3376 | E 3376 | F 382681 | FPS 2745 | D 120 | rR:μσmM 12.44 110.41 0.00 1000.00 | pL 6.683
U 3377 | E 3377 | F 382799 | FPS 3423 | D 120 | rR:μσmM 8.53 91.66 0.00 1000.00 | pL 13.329
U 3378 | E 3378 | F 382847 | FPS 2490 | D 120 | rR:μσmM 20.92 142.81 0.00 1000.00 | pL 3.351
U 3379 | E 3379 | F 382958 | FPS 3137 | D 120 | rR:μσmM 9.06 94.48 0.00 1000.00 | pL 13.326
U 3380 | E 3380 | F 383068 | FPS 3074 | D 121 | rR:μσmM 9.16 94.91 0.00 1000.00 | pL 23.411
U 3381 | E 3381 | F 383173 | FPS 3209 | D 121 | rR:μσmM 9.58 97.12 0.00 1000.00 | pL 13.430
U 3382 | E 3382 | F 383263 | FPS 2968 | D 121 | rR:μσmM 11.18 104.82 0.00 1000.00 | pL 0.069
U 3383 | E 3383 | F 383332 | FPS 2898 | D 121 | rR:μσmM 14.58 119.50 0.00 1000.00 | pL 13.371
U 3384 | E 3384 | F 383401 | FPS 2816 | D 121 | rR:μσmM 14.58 119.50 0.00 1000.00 | pL 13.334
U 3385 | E 3385 | F 383441 | FPS 2276 | D 121 | rR:μσmM 25.15 156.10 0.00 1000.00 | pL 16.669
U 3386 | E 3386 | F 383579 | FPS 3476 | D 121 | rR:μσmM 7.28 84.81 0.00 1000.00 | pL 16.661
U 3387 | E 3387 | F 383608 | FPS 1951 | D 121 | rR:μσmM 34.69 182.43 0.00 1000.00 | pL 3.362
U 3388 | E 3388 | F 383751 | FPS 3576 | D 121 | rR:μσmM 7.03 83.33 0.00 1000.00 | pL 3.354
U 3389 | E 3389 | F 383830 | FPS 2899 | D 121 | rR:μσmM 12.76 111.78 0.00 1000.00 | pL 16.667
U 3390 | E 3390 | F 383883 | FPS 2713 | D 121 | rR:μσmM 18.94 136.05 0.00 1000.00 | pL 13.338
U 3391 | E 3391 | F 383947 | FPS 2732 | D 121 | rR:μσmM 15.72 124.01 0.00 1000.00 | pL 10.011
U 3392 | E 3392 | F 384035 | FPS 3047 | D 121 | rR:μσmM 11.43 105.99 0.00 1000.00 | pL 6.668
U 3393 | E 3393 | F 384220 | FPS 3647 | D 121 | rR:μσmM 5.44 73.32 0.00 1000.00 | pL 6.685
U 3394 | E 3394 | F 384265 | FPS 2398 | D 121 | rR:μσmM 22.36 147.39 0.00 1000.00 | pL 6.675
U 3395 | E 3395 | F 384295 | FPS 1859 | D 121 | rR:μσmM 33.47 179.48 0.00 1000.00 | pL 13.324
U 3396 | E 3396 | F 384383 | FPS 2943 | D 121 | rR:μσmM 11.41 105.99 0.00 1000.00 | pL 9.998
U 3397 | E 3397 | F 384444 | FPS 2611 | D 121 | rR:μσmM 16.49 126.97 0.00 1000.00 | pL 13.320
U 3398 | E 3398 | F 384544 | FPS 3038 | D 121 | rR:μσmM 10.06 99.49 0.00 1000.00 | pL 6.678
U 3399 | E 3399 | F 384615 | FPS 2720 | D 121 | rR:μσmM 14.17 117.83 0.00 1000.00 | pL 13.320
U 3400 | E 3400 | F 384681 | FPS 2773 | D 121 | rR:μσmM 15.27 122.14 0.00 1000.00 | pL 10.087
Status saved
U 3401 | E 3401 | F 384714 | FPS 2258 | D 121 | rR:μσmM 30.42 171.40 0.00 1000.00 | pL 6.740
U 3402 | E 3402 | F 384753 | FPS 2180 | D 121 | rR:μσmM 25.79 158.04 0.00 1000.00 | pL 20.016
U 3403 | E 3403 | F 384818 | FPS 2760 | D 121 | rR:μσmM 15.48 123.07 0.00 1000.00 | pL 6.703
U 3404 | E 3404 | F 384880 | FPS 2701 | D 121 | rR:μσmM 16.23 125.96 0.00 1000.00 | pL 16.675
U 3405 | E 3405 | F 384970 | FPS 3026 | D 121 | rR:μσmM 11.16 104.82 0.00 1000.00 | pL 6.708
U 3406 | E 3406 | F 385034 | FPS 2666 | D 121 | rR:μσmM 15.72 124.01 0.00 1000.00 | pL 6.706
U 3407 | E 3407 | F 385103 | FPS 2877 | D 121 | rR:μσmM 14.58 119.50 0.00 1000.00 | pL 16.670
U 3408 | E 3408 | F 385185 | FPS 2961 | D 121 | rR:μσmM 12.29 109.75 0.00 1000.00 | pL 23.320
U 3409 | E 3409 | F 385227 | FPS 2316 | D 121 | rR:μσmM 23.90 152.44 0.00 1000.00 | pL 13.328
U 3410 | E 3410 | F 385329 | FPS 3055 | D 121 | rR:μσmM 9.86 98.52 0.00 1000.00 | pL 10.017
U 3411 | E 3411 | F 385393 | FPS 2774 | D 121 | rR:μσmM 15.72 124.01 0.00 1000.00 | pL 13.348
U 3412 | E 3412 | F 385446 | FPS 2790 | D 121 | rR:μσmM 18.98 136.04 0.00 1000.00 | pL 29.947
U 3413 | E 3413 | F 385564 | FPS 3249 | D 121 | rR:μσmM 8.53 91.66 0.00 1000.00 | pL 16.667
U 3414 | E 3414 | F 385690 | FPS 3213 | D 121 | rR:μσmM 7.98 88.73 0.00 1000.00 | pL 13.344
U 3415 | E 3415 | F 385730 | FPS 2206 | D 121 | rR:μσmM 25.15 156.10 0.00 1000.00 | pL 16.650
U 3416 | E 3416 | F 385772 | FPS 2201 | D 121 | rR:μσmM 23.95 152.43 0.00 1000.00 | pL 16.655
U 3417 | E 3417 | F 385900 | FPS 3184 | D 122 | rR:μσmM 7.89 88.04 0.00 1000.00 | pL 16.656
U 3418 | E 3418 | F 385990 | FPS 3158 | D 122 | rR:μσmM 11.16 104.82 0.00 1000.00 | pL 10.016
U 3419 | E 3419 | F 386045 | FPS 2355 | D 122 | rR:μσmM 18.29 133.59 0.00 1000.00 | pL 16.663
U 3420 | E 3420 | F 386134 | FPS 2709 | D 122 | rR:μσmM 11.30 105.40 0.00 1000.00 | pL 16.758
U 3421 | E 3421 | F 386303 | FPS 3535 | D 122 | rR:μσmM 5.95 76.69 0.00 1000.00 | pL 6.770
U 3422 | E 3422 | F 386395 | FPS 3341 | D 122 | rR:μσmM 10.91 103.68 0.00 1000.00 | pL 13.385
U 3423 | E 3423 | F 386440 | FPS 2465 | D 122 | rR:μσmM 22.36 147.39 0.00 1000.00 | pL 16.696
U 3424 | E 3424 | F 386535 | FPS 2904 | D 122 | rR:μσmM 10.59 102.05 0.00 1000.00 | pL 13.354
U 3425 | E 3425 | F 386644 | FPS 3065 | D 122 | rR:μσmM 9.23 95.34 0.00 1000.00 | pL 13.341
U 3426 | E 3426 | F 386695 | FPS 2540 | D 122 | rR:μσmM 19.73 138.63 0.00 1000.00 | pL 16.672
U 3427 | E 3427 | F 386728 | FPS 2057 | D 122 | rR:μσmM 30.42 171.40 0.00 1000.00 | pL 16.657
U 3428 | E 3428 | F 386825 | FPS 3203 | D 122 | rR:μσmM 10.35 101.01 0.00 1000.00 | pL 16.663
U 3429 | E 3429 | F 386891 | FPS 2364 | D 122 | rR:μσmM 15.24 122.14 0.00 1000.00 | pL 26.628
U 3430 | E 3430 | F 386952 | FPS 2205 | D 122 | rR:μσmM 16.49 126.97 0.00 1000.00 | pL 13.333
U 3431 | E 3431 | F 387006 | FPS 2252 | D 122 | rR:μσmM 18.63 134.80 0.00 1000.00 | pL 3.364
U 3432 | E 3432 | F 387053 | FPS 2097 | D 122 | rR:μσmM 21.40 144.29 0.00 1000.00 | pL 13.336
U 3433 | E 3433 | F 387178 | FPS 2837 | D 122 | rR:μσmM 8.06 89.08 0.00 1000.00 | pL 10.003
U 3434 | E 3434 | F 387221 | FPS 1981 | D 122 | rR:μσmM 23.40 150.69 0.00 1000.00 | pL 10.007
U 3435 | E 3435 | F 387258 | FPS 1975 | D 122 | rR:μσmM 27.19 162.14 0.00 1000.00 | pL 13.333
U 3436 | E 3436 | F 387582 | FPS 3830 | D 122 | rR:μσmM 0.02 0.22 0.00 2.00 | pL 0.102
U 3437 | E 3437 | F 387699 | FPS 3436 | D 122 | rR:μσmM 8.60 92.05 0.00 1000.00 | pL 3.401
U 3438 | E 3438 | F 387818 | FPS 3372 | D 122 | rR:μσmM 8.45 91.28 0.00 1000.00 | pL 0.128
U 3439 | E 3439 | F 387914 | FPS 3191 | D 122 | rR:μσmM 10.48 101.52 0.00 1000.00 | pL 10.073
U 3440 | E 3440 | F 388041 | FPS 3333 | D 122 | rR:μσmM 7.92 88.38 0.00 1000.00 | pL 26.761
U 3441 | E 3441 | F 388145 | FPS 3178 | D 122 | rR:μσmM 9.65 97.58 0.00 1000.00 | pL 20.126
U 3442 | E 3442 | F 388202 | FPS 2687 | D 122 | rR:μσmM 17.65 131.27 0.00 1000.00 | pL 3.525
U 3443 | E 3443 | F 388246 | FPS 2269 | D 122 | rR:μσmM 22.86 149.01 0.00 1000.00 | pL 13.522
U 3444 | E 3444 | F 388328 | FPS 3019 | D 122 | rR:μσmM 12.27 109.75 0.00 1000.00 | pL 10.143
U 3445 | E 3445 | F 388460 | FPS 3334 | D 122 | rR:μσmM 7.62 86.71 0.00 1000.00 | pL 13.470
U 3446 | E 3446 | F 388531 | FPS 3128 | D 122 | rR:μσmM 14.14 117.83 0.00 1000.00 | pL 6.759
U 3447 | E 3447 | F 388614 | FPS 2861 | D 122 | rR:μσmM 12.12 109.09 0.00 1000.00 | pL 10.086
U 3448 | E 3448 | F 388742 | FPS 3369 | D 122 | rR:μσmM 7.89 88.04 0.00 1000.00 | pL 20.052
U 3449 | E 3449 | F 388852 | FPS 3191 | D 123 | rR:μσmM 9.15 94.91 0.00 1000.00 | pL 3.430
U 3450 | E 3450 | F 388986 | FPS 3256 | D 123 | rR:μσmM 7.54 86.06 0.00 1000.00 | pL 10.058
U 3451 | E 3451 | F 389109 | FPS 3222 | D 123 | rR:μσmM 8.20 89.79 0.00 1000.00 | pL 16.669
U 3452 | E 3452 | F 389221 | FPS 3222 | D 123 | rR:μσmM 8.98 94.06 0.00 1000.00 | pL 23.322
U 3453 | E 3453 | F 389271 | FPS 2555 | D 123 | rR:μσmM 20.12 139.98 0.00 1000.00 | pL 16.681
U 3454 | E 3454 | F 389377 | FPS 3061 | D 123 | rR:μσmM 9.49 96.66 0.00 1000.00 | pL 10.021
U 3455 | E 3455 | F 389427 | FPS 2412 | D 123 | rR:μσmM 20.12 139.98 0.00 1000.00 | pL 3.366
U 3456 | E 3456 | F 389478 | FPS 2646 | D 123 | rR:μσmM 19.69 138.64 0.00 1000.00 | pL 19.974
U 3457 | E 3457 | F 389556 | FPS 2843 | D 123 | rR:μσmM 12.90 112.49 0.00 1000.00 | pL 3.365
U 3458 | E 3458 | F 389677 | FPS 3237 | D 123 | rR:μσmM 8.31 90.53 0.00 1000.00 | pL 16.664
U 3459 | E 3459 | F 389780 | FPS 3251 | D 123 | rR:μσmM 9.77 98.05 0.00 1000.00 | pL 13.344
U 3460 | E 3460 | F 389887 | FPS 3163 | D 123 | rR:μσmM 9.40 96.22 0.00 1000.00 | pL 10.093
U 3461 | E 3461 | F 389949 | FPS 2818 | D 123 | rR:μσmM 16.19 125.96 0.00 1000.00 | pL 0.117
U 3462 | E 3462 | F 390020 | FPS 2838 | D 123 | rR:μσmM 14.17 117.83 0.00 1000.00 | pL 16.717
U 3463 | E 3463 | F 390123 | FPS 3279 | D 123 | rR:μσmM 9.75 98.05 0.00 1000.00 | pL 0.091
U 3464 | E 3464 | F 390156 | FPS 2096 | D 123 | rR:μσmM 30.48 171.39 0.00 1000.00 | pL 10.051
U 3465 | E 3465 | F 390290 | FPS 3432 | D 123 | rR:μσmM 7.51 86.06 0.00 1000.00 | pL 6.708
U 3466 | E 3466 | F 390410 | FPS 3221 | D 123 | rR:μσmM 8.40 90.90 0.00 1000.00 | pL 6.699
U 3467 | E 3467 | F 390603 | FPS 3670 | D 123 | rR:μσmM 5.21 71.79 0.00 1000.00 | pL 13.350
U 3468 | E 3468 | F 390662 | FPS 2691 | D 123 | rR:μσmM 17.05 129.07 0.00 1000.00 | pL 0.042
U 3469 | E 3469 | F 390708 | FPS 2482 | D 123 | rR:μσmM 21.87 145.81 0.00 1000.00 | pL 6.695
U 3470 | E 3470 | F 390756 | FPS 2337 | D 123 | rR:μσmM 20.96 142.81 0.00 1000.00 | pL 10.020
U 3471 | E 3471 | F 390829 | FPS 2747 | D 123 | rR:μσmM 13.81 116.22 0.00 1000.00 | pL 13.354
U 3472 | E 3472 | F 390915 | FPS 2986 | D 123 | rR:μσmM 11.70 107.20 0.00 1000.00 | pL 10.011
U 3473 | E 3473 | F 390991 | FPS 2871 | D 123 | rR:μσmM 13.24 113.94 0.00 1000.00 | pL 16.666
U 3474 | E 3474 | F 391052 | FPS 2783 | D 123 | rR:μσmM 16.46 126.98 0.00 1000.00 | pL 13.345
U 3475 | E 3475 | F 391112 | FPS 2728 | D 123 | rR:μσmM 16.77 128.01 0.00 1000.00 | pL 6.686
U 3476 | E 3476 | F 391233 | FPS 3351 | D 123 | rR:μσmM 8.35 90.53 0.00 1000.00 | pL 19.992
U 3477 | E 3477 | F 391305 | FPS 2926 | D 123 | rR:μσmM 13.97 117.02 0.00 1000.00 | pL 10.001
U 3478 | E 3478 | F 391430 | FPS 3342 | D 123 | rR:μσmM 8.08 89.08 0.00 1000.00 | pL 10.006
U 3479 | E 3479 | F 391469 | FPS 2384 | D 123 | rR:μσmM 25.74 158.05 0.00 1000.00 | pL 16.654
U 3480 | E 3480 | F 391556 | FPS 2913 | D 123 | rR:μσmM 11.61 106.58 0.00 1000.00 | pL 6.770
U 3481 | E 3481 | F 391671 | FPS 3201 | D 123 | rR:μσmM 8.75 92.84 0.00 1000.00 | pL 10.116
U 3482 | E 3482 | F 391750 | FPS 2851 | D 123 | rR:μσmM 12.71 111.79 0.00 1000.00 | pL 10.120
U 3483 | E 3483 | F 391815 | FPS 2600 | D 124 | rR:μσmM 15.48 123.07 0.00 1000.00 | pL 10.073
U 3484 | E 3484 | F 391870 | FPS 2528 | D 124 | rR:μσmM 18.29 133.59 0.00 1000.00 | pL 16.689
U 3485 | E 3485 | F 391925 | FPS 2489 | D 124 | rR:μσmM 18.25 133.60 0.00 1000.00 | pL 13.350
U 3486 | E 3486 | F 391973 | FPS 2586 | D 124 | rR:μσmM 20.96 142.81 0.00 1000.00 | pL 19.989
U 3487 | E 3487 | F 392170 | FPS 3655 | D 124 | rR:μσmM 5.13 71.06 0.00 1000.00 | pL 13.340
U 3488 | E 3488 | F 392326 | FPS 3458 | D 124 | rR:μσmM 6.45 79.80 0.00 1000.00 | pL 13.348
U 3489 | E 3489 | F 392391 | FPS 2753 | D 124 | rR:μσmM 15.48 123.07 0.00 1000.00 | pL 16.653
U 3490 | E 3490 | F 392480 | FPS 3130 | D 124 | rR:μσmM 11.30 105.40 0.00 1000.00 | pL 3.374
U 3491 | E 3491 | F 392542 | FPS 2780 | D 124 | rR:μσmM 16.23 125.96 0.00 1000.00 | pL 10.016
U 3492 | E 3492 | F 392638 | FPS 3260 | D 124 | rR:μσmM 10.46 101.53 0.00 1000.00 | pL 10.009
U 3493 | E 3493 | F 392796 | FPS 3491 | D 124 | rR:μσmM 6.37 79.30 0.00 1000.00 | pL 16.645
U 3494 | E 3494 | F 392885 | FPS 3095 | D 124 | rR:μσmM 11.33 105.39 0.00 1000.00 | pL 13.334
U 3495 | E 3495 | F 392987 | FPS 3254 | D 124 | rR:μσmM 9.86 98.52 0.00 1000.00 | pL 29.949
U 3496 | E 3496 | F 393074 | FPS 3085 | D 124 | rR:μσmM 11.61 106.58 0.00 1000.00 | pL 13.345
U 3497 | E 3497 | F 393109 | FPS 2235 | D 124 | rR:μσmM 28.69 166.58 0.00 1000.00 | pL 19.986
U 3498 | E 3498 | F 393181 | FPS 2757 | D 124 | rR:μσmM 13.97 117.02 0.00 1000.00 | pL 10.010
U 3499 | E 3499 | F 393238 | FPS 2553 | D 124 | rR:μσmM 17.65 131.27 0.00 1000.00 | pL 13.337
U 3500 | E 3500 | F 393333 | FPS 3077 | D 124 | rR:μσmM 10.61 102.05 0.00 1000.00 | pL 10.105
Status saved
U 3501 | E 3501 | F 393413 | FPS 3030 | D 124 | rR:μσmM 12.57 111.09 0.00 1000.00 | pL 10.064
U 3502 | E 3502 | F 393492 | FPS 3148 | D 124 | rR:μσmM 12.73 111.79 0.00 1000.00 | pL 13.374
U 3503 | E 3503 | F 393564 | FPS 3024 | D 124 | rR:μσmM 13.97 117.02 0.00 1000.00 | pL 3.404
U 3504 | E 3504 | F 393639 | FPS 2705 | D 124 | rR:μσmM 13.39 114.69 0.00 1000.00 | pL 13.355
U 3505 | E 3505 | F 393713 | FPS 2846 | D 124 | rR:μσmM 13.59 115.45 0.00 1000.00 | pL 13.347
U 3506 | E 3506 | F 393762 | FPS 2500 | D 124 | rR:μσmM 20.49 141.38 0.00 1000.00 | pL 6.698
U 3507 | E 3507 | F 393923 | FPS 3538 | D 124 | rR:μσmM 6.25 78.56 0.00 1000.00 | pL 19.985
U 3508 | E 3508 | F 393982 | FPS 2671 | D 124 | rR:μσmM 17.05 129.07 0.00 1000.00 | pL 13.336
U 3509 | E 3509 | F 394078 | FPS 3023 | D 124 | rR:μσmM 10.52 101.52 0.00 1000.00 | pL 13.351
U 3510 | E 3510 | F 394193 | FPS 3408 | D 124 | rR:μσmM 8.75 92.84 0.00 1000.00 | pL 16.665
U 3511 | E 3511 | F 394263 | FPS 2863 | D 124 | rR:μσmM 14.37 118.66 0.00 1000.00 | pL 13.330
U 3512 | E 3512 | F 394288 | FPS 1832 | D 124 | rR:μσmM 40.24 195.91 0.00 1000.00 | pL 13.338
U 3513 | E 3513 | F 394328 | FPS 2233 | D 124 | rR:μσmM 25.15 156.10 0.00 1000.00 | pL 13.345
U 3514 | E 3514 | F 394465 | FPS 3369 | D 124 | rR:μσmM 7.33 85.12 0.00 1000.00 | pL 6.693
U 3515 | E 3515 | F 394586 | FPS 3465 | D 124 | rR:μσmM 8.30 90.53 0.00 1000.00 | pL 10.008
U 3516 | E 3516 | F 394624 | FPS 2174 | D 124 | rR:μσmM 26.47 160.05 0.00 1000.00 | pL 10.008
U 3517 | E 3517 | F 394746 | FPS 3399 | D 124 | rR:μσmM 8.25 90.16 0.00 1000.00 | pL 13.329
U 3518 | E 3518 | F 394855 | FPS 3181 | D 125 | rR:μσmM 9.23 95.34 0.00 1000.00 | pL 6.686
U 3519 | E 3519 | F 394918 | FPS 2913 | D 125 | rR:μσmM 15.94 124.98 0.00 1000.00 | pL 3.361
U 3520 | E 3520 | F 394986 | FPS 2761 | D 125 | rR:μσmM 14.79 120.36 0.00 1000.00 | pL 13.439
U 3521 | E 3521 | F 395083 | FPS 3066 | D 125 | rR:μσmM 10.37 101.00 0.00 1000.00 | pL 16.713
U 3522 | E 3522 | F 395114 | FPS 1984 | D 125 | rR:μσmM 32.39 176.66 0.00 1000.00 | pL 6.711
U 3523 | E 3523 | F 395196 | FPS 2956 | D 125 | rR:μσmM 12.27 109.75 0.00 1000.00 | pL 16.675
U 3524 | E 3524 | F 395266 | FPS 2798 | D 125 | rR:μσmM 14.37 118.66 0.00 1000.00 | pL 10.022
U 3525 | E 3525 | F 395368 | FPS 3247 | D 125 | rR:μσmM 9.86 98.52 0.00 1000.00 | pL 29.963
U 3526 | E 3526 | F 395421 | FPS 2712 | D 125 | rR:μσmM 18.94 136.05 0.00 1000.00 | pL 10.003
U 3527 | E 3527 | F 395585 | FPS 3345 | D 125 | rR:μσmM 6.16 77.84 0.00 1000.00 | pL 13.333
U 3528 | E 3528 | F 395770 | FPS 3711 | D 125 | rR:μσmM 5.44 73.32 0.00 1000.00 | pL 23.301
U 3529 | E 3529 | F 395932 | FPS 3543 | D 125 | rR:μσmM 6.21 78.32 0.00 1000.00 | pL 10.006
U 3530 | E 3530 | F 395973 | FPS 2255 | D 125 | rR:μσmM 24.54 154.24 0.00 1000.00 | pL 9.998
U 3531 | E 3531 | F 396060 | FPS 2900 | D 125 | rR:μσmM 11.61 106.58 0.00 1000.00 | pL 19.975
U 3532 | E 3532 | F 396131 | FPS 2840 | D 125 | rR:μσmM 14.17 117.83 0.00 1000.00 | pL 3.346
U 3533 | E 3533 | F 396252 | FPS 3283 | D 125 | rR:μσmM 8.31 90.53 0.00 1000.00 | pL 13.328
U 3534 | E 3534 | F 396301 | FPS 2453 | D 125 | rR:μσmM 20.49 141.38 0.00 1000.00 | pL 3.354
U 3535 | E 3535 | F 396323 | FPS 1675 | D 125 | rR:μσmM 45.73 208.24 0.00 1000.00 | pL 19.971
U 3536 | E 3536 | F 396425 | FPS 3165 | D 125 | rR:μσmM 9.86 98.52 0.00 1000.00 | pL 13.320
U 3537 | E 3537 | F 396509 | FPS 3110 | D 125 | rR:μσmM 11.98 108.45 0.00 1000.00 | pL 13.317
U 3538 | E 3538 | F 396571 | FPS 2750 | D 125 | rR:μσmM 16.23 125.96 0.00 1000.00 | pL 23.295
U 3539 | E 3539 | F 396706 | FPS 3734 | D 125 | rR:μσmM 7.45 85.74 0.00 1000.00 | pL 9.995
U 3540 | E 3540 | F 396851 | FPS 3365 | D 125 | rR:μσmM 6.94 82.76 0.00 1000.00 | pL 6.753
U 3541 | E 3541 | F 396928 | FPS 2974 | D 125 | rR:μσmM 13.06 113.21 0.00 1000.00 | pL 10.110
U 3542 | E 3542 | F 397084 | FPS 3531 | D 125 | rR:μσmM 6.46 79.80 0.00 1000.00 | pL 6.802
U 3543 | E 3543 | F 397182 | FPS 3194 | D 125 | rR:μσmM 10.27 100.49 0.00 1000.00 | pL 6.833
U 3544 | E 3544 | F 397233 | FPS 2594 | D 125 | rR:μσmM 19.73 138.63 0.00 1000.00 | pL 13.436
U 3545 | E 3545 | F 397288 | FPS 2513 | D 125 | rR:μσmM 18.29 133.59 0.00 1000.00 | pL 10.061
U 3546 | E 3546 | F 397343 | FPS 2138 | D 125 | rR:μσmM 18.25 133.60 0.00 1000.00 | pL 10.032
U 3547 | E 3547 | F 397420 | FPS 2469 | D 125 | rR:μσmM 13.06 113.21 0.00 1000.00 | pL 29.974
U 3548 | E 3548 | F 397511 | FPS 2642 | D 125 | rR:μσmM 11.08 104.24 0.00 1000.00 | pL 16.662
U 3549 | E 3549 | F 397573 | FPS 2481 | D 125 | rR:μσmM 16.23 125.96 0.00 1000.00 | pL 10.006
U 3550 | E 3550 | F 397652 | FPS 2543 | D 125 | rR:μσmM 12.73 111.79 0.00 1000.00 | pL 16.681
U 3551 | E 3551 | F 397756 | FPS 2726 | D 126 | rR:μσmM 9.67 97.58 0.00 1000.00 | pL 6.701
U 3552 | E 3552 | F 397892 | FPS 2869 | D 126 | rR:μσmM 7.40 85.43 0.00 1000.00 | pL 6.681
U 3553 | E 3553 | F 397936 | FPS 2539 | D 126 | rR:μσmM 22.86 149.01 0.00 1000.00 | pL 10.004
U 3554 | E 3554 | F 397978 | FPS 2382 | D 126 | rR:μσmM 23.95 152.43 0.00 1000.00 | pL 10.013
U 3555 | E 3555 | F 398047 | FPS 2964 | D 126 | rR:μσmM 14.58 119.50 0.00 1000.00 | pL 6.678
U 3556 | E 3556 | F 398111 | FPS 2610 | D 126 | rR:μσmM 15.72 124.01 0.00 1000.00 | pL 16.652
U 3557 | E 3557 | F 398180 | FPS 2930 | D 126 | rR:μσmM 14.58 119.50 0.00 1000.00 | pL 16.655
U 3558 | E 3558 | F 398362 | FPS 3605 | D 126 | rR:μσmM 5.54 73.92 0.00 1000.00 | pL 19.981
U 3559 | E 3559 | F 398534 | FPS 3590 | D 126 | rR:μσmM 5.86 76.02 0.00 1000.00 | pL 16.657
U 3560 | E 3560 | F 398721 | FPS 2968 | D 126 | rR:μσmM 5.40 72.93 0.00 1000.00 | pL 6.788
U 3561 | E 3561 | F 398865 | FPS 3507 | D 126 | rR:μσmM 7.01 83.04 0.00 1000.00 | pL 3.409
U 3562 | E 3562 | F 398978 | FPS 3201 | D 126 | rR:μσmM 8.90 93.65 0.00 1000.00 | pL 13.389
U 3563 | E 3563 | F 399042 | FPS 2371 | D 126 | rR:μσmM 15.72 124.01 0.00 1000.00 | pL 6.714
U 3564 | E 3564 | F 399171 | FPS 3028 | D 126 | rR:μσmM 7.81 87.70 0.00 1000.00 | pL 10.060
U 3565 | E 3565 | F 399305 | FPS 2956 | D 126 | rR:μσmM 7.51 86.06 0.00 1000.00 | pL 3.437
